comname,year,1,2,3,4,5,6,7,8,9,10,>10
scup,1997,0.0258,0.12904545454545455,0.26322222222222225,NA,NA,NA,NA,NA,NA,NA,NA
scup,1998,0.05159574468085106,0.1165,0.22833333333333336,NA,NA,NA,NA,NA,NA,NA,NA
scup,1999,0.07027777777777779,0.1744736842105263,0.558,0.628,NA,NA,NA,NA,NA,NA,NA
scup,2000,0.06902272727272728,0.20477777777777778,0.33508333333333334,0.387,0.651,NA,NA,NA,NA,NA,NA
scup,2001,0.08129166666666666,0.17817857142857144,0.3285,0.526,0.633,NA,NA,NA,NA,NA,NA
scup,2002,0.051726027397260274,0.12251428571428571,0.2568780487804878,0.4687,0.5720000000000001,NA,NA,NA,NA,NA,NA
scup,2003,0.03879591836734694,0.15867857142857145,0.284875,0.4575555555555556,0.6686666666666667,NA,NA,NA,NA,NA,NA
scup,2004,0.04112820512820513,0.10484,0.24050000000000002,0.38014285714285717,0.4481111111111111,0.675,NA,NA,NA,NA,NA
scup,2005,0.03290909090909091,0.10656521739130435,0.24180000000000001,0.3506,0.5093333333333334,0.7160000000000001,NA,NA,NA,NA,NA
scup,2006,0.059041666666666666,0.1285714285714286,0.23645454545454547,0.3841428571428572,0.5992,0.7535000000000001,0.894,NA,NA,NA,NA
scup,2007,0.052020833333333336,0.13689473684210526,0.29976470588235293,0.4665,0.555,0.75175,0.958,NA,NA,NA,NA
scup,2008,0.03333333333333333,0.10489473684210526,0.21415,0.4023333333333333,0.5128,0.6555,0.8076666666666666,0.8785000000000001,NA,NA,NA
scup,2009,0.05918181818181818,0.13147619047619047,0.28400000000000003,0.359,0.515,NA,NA,NA,NA,NA,NA
scup,2010,0.0312992125984252,0.13516,0.2782045454545455,0.4124473684210527,0.5470434782608696,0.7575454545454545,0.76,0.8666666666666667,1.21,1.2810000000000001,NA
scup,2011,0.04784347826086957,0.12970967741935485,0.234,0.39216666666666666,0.535,0.6953333333333334,NA,1.0570000000000002,1.335,NA,NA
scup,2012,0.03824087591240876,0.16116216216216217,0.3084,0.41836666666666666,0.5435384615384615,0.673,0.8675,0.865,NA,NA,NA
scup,2013,0.04331081081081081,0.12094117647058823,0.27466666666666667,0.44,0.5474285714285715,0.6412,0.6400000000000001,1.115,NA,NA,NA
scup,2014,0.06062790697674419,0.1444074074074074,0.23904,0.395,0.5027857142857143,0.6692,0.7671428571428572,0.914375,1,1.34,1.5983333333333334
scup,2015,0.06007317073170732,0.18408333333333335,0.3498125,0.429,0.537375,0.6083333333333334,0.7433333333333334,0.86,0.9275,0.79,0.98
scup,2016,0.048516666666666666,0.15813793103448276,0.27086206896551723,0.44476470588235295,0.5298,0.6162727272727273,0.7041666666666667,0.7632222222222222,0.88,0.8316,0.917
scup,2017,0.019192307692307693,0.08766666666666667,0.19275862068965519,0.3605,0.48250000000000004,0.4832,NA,0.8,0.8300000000000001,1.235,NA
